,codes,country,year_1st,year_2nd,1st_2nd_tfidf,1st_current_tfidf,1st_2nd_lda,1st_current_lda,1st_2nd_use,1st_current_use,years_const,years_1st_const,change_1st_2nd_adj_tfidf,change_1st_2nd_adj_lda,change_1st_2nd_adj_use,change_1st_curr_adj_allyears_tfidf,change_1st_curr_adj_allyears_lda,change_1st_curr_adj_allyears_use,1870_ahdi,1880_ahdi,1890_ahdi,1900_ahdi,1913_ahdi,1925_ahdi,1929_ahdi,1933_ahdi,1938_ahdi,1950_ahdi,1955_ahdi,1960_ahdi,1965_ahdi,1970_ahdi,1975_ahdi,1980_ahdi,1985_ahdi,1990_ahdi,1995_ahdi,2000_ahdi,2005_ahdi,2007_ahdi,2010_ahdi,2015_ahdi
50,DJI,Egypt,1923,1956.0,0.67867064,0.7908382,0.548310928737294,0.7955455535994578,0.07823799382712315,0.16491743891009336,99,33.0,0.02056577696969697,0.01661548268900891,0.002370848297791611,0.007988264646464648,0.008035813672721796,0.0016658327162635694,,,,,,,,,,,,,,,,,,,,,,,,
51,DMA,El Salvador,1824,1841.0,0.59122336,0.7057173299999999,0.3812717064165759,0.5111833056944656,0.08766076062457995,0.21277711235544505,198,17.0,0.034777844705882355,0.022427747436269168,0.005156515330857644,0.003564228939393939,0.0025817338671437653,0.0010746318805830558,,,,,,,,,,,,,,,,,,,,,,,,
52,DOM,Equatorial Guinea,1968,1973.0,0.37605345,0.4395766,0.4756206993229406,0.5568103196999213,0.058405414536913836,0.05813516423138598,54,5.0,0.07521069,0.09512413986458812,0.011681082907382767,0.008140307407407408,0.01031130221666521,0.0010765771153960367,,,,,,,,,,0.09581308282939326,0.10488584053548079,0.11554219483664245,0.16129613641808396,0.17314092505708634,0.18426883972780306,0.2619681816675452,0.27939986769910546,0.2844424260993614,0.2949969949106065,0.35826513983515923,0.36767665518927567,0.379917215647977,0.3820862598169733,0.39287073950510126
53,TLS,Eritrea,1997,,,,,,,,25,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,ECU,Estonia,1920,1937.0,0.942983896,0.98426032,0.4368599398995548,0.6160921444776427,0.20961234394703698,0.13966905649871086,102,17.0,0.05546964094117647,0.025697643523503223,0.012330137879237469,0.009649610980392156,0.006040119063506301,0.0013693044754775575,0.045528915814529454,0.05896358449812918,0.06843648630248492,0.08378739568988827,0.08726940223636334,0.09149145686072316,0.09876141978651973,0.1065007121694139,0.09920269220610797,0.183029852109811,0.1966700801147068,0.21250843529258806,0.17047260423653243,0.19602675834328465,0.18799485424514545,0.3442484721080637,0.3586823638505375,0.39587114783734034,0.4082902895353056,0.4280709191787402,0.4509184863139515,0.43117637915595974,0.4200449714758926,0.4114554288313078
55,EGY,Ethiopia,1931,1955.0,0.09106610000000004,0.80230066,0.2395621407852246,0.7864164800222966,0.2737777946359312,0.3380186079292319,91,24.0,0.003794420833333335,0.009981755866051024,0.011407408109830467,0.008816490769230769,0.008641939340904358,0.003714490197024526,0.03896458817339754,0.038601121360801155,0.04879092288906707,0.05737024941416098,0.06276670186876791,0.07813622339101534,0.08217660009419582,0.08539777769277479,0.09301605764887512,0.12934875576362787,0.11661731146783576,0.128816283715885,0.14049662904495966,0.14366177950427214,0.15949715652644117,0.17627708511214796,0.22193329561620775,0.24245164332635438,0.2584525648667894,0.28264346950693675,0.29533471147416235,0.2765646119313902,0.3085505144008047,0.26375081830953645
56,SLV,Fiji,1970,1990.0,0.10144200000000003,0.18857294000000002,0.2383058566536333,0.7049377386182532,0.006937607520058453,0.022008609707786397,52,20.0,0.005072100000000001,0.011915292832681664,0.00034688037600292263,0.003626402692307693,0.013556494973427945,0.00042324249438050767,,,,,0.07466283282656541,0.0795242149123292,0.0823020736154899,0.07138481361510758,0.07645840177507005,0.10967091549609898,0.12245230631184109,0.12509959303527693,0.14251037583518425,0.14954884961029674,0.14823558780682197,0.14146381153188162,0.18030114247623544,0.21080356459797725,0.29700085400618276,0.316004943576752,0.33951193028978843,0.36943600894397643,0.3670464129118004,0.38693610414365365
57,GNQ,Finland,1919,1999.0,0.57189354,0.57189354,0.6697153824178694,0.6697153824178694,0.07969810884841044,0.07969810884841044,103,80.0,0.007148669250000001,0.008371442280223369,0.0009962263606051306,0.005552364466019418,0.006502091091435625,0.000773768047071946,,,,,,,,,,0.052285466986426325,0.06414025564775153,0.08551187821125224,0.10263749644378353,0.08639812310414846,0.08035870723946413,0.1024312491995552,0.1303809040787225,0.140839400834451,0.1540038015887148,0.16678283529649832,0.1793823752138767,0.1809056977469345,0.17954324531936147,0.1962406315965147
58,ERI,France,1791,1793.0,0.70462996,0.94963021,0.3580941719913568,0.7909664185842936,0.21072274013545755,0.15066777446351287,231,2.0,0.35231498,0.1790470859956784,0.10536137006772878,0.00411095329004329,0.003424097050148457,0.0006522414478939951,,,,,,,,,,0.057575162871588065,0.06355148406759291,0.06835721625862222,0.05679808285271754,0.062481335020060015,0.058209164200285914,0.05989628484463349,0.06248767025704612,0.07434082889287827,0.10107080450488568,0.10371809684283946,0.09638504112579203,0.09935695758063075,0.10157420724302504,0.10709355595074645
59,EST,Gabon,1961,1975.0,0.4237776,0.4893721,0.3073041140195917,0.4804033684633875,0.010045618370294829,0.04982322841619924,61,14.0,0.03026982857142857,0.021950293858542264,0.0007175441693067734,0.00802249344262295,0.007875465056776844,0.000816774236331135,,,,,,,,,,,,,,,,0.22113234589108033,0.2350343652048116,0.4831190606076454,0.537110533753624,0.59282865795917,0.6247269509325181,0.6409426589979855,0.6476841088789578,0.7090160657517426
60,ETH,Gambia,1970,1996.0,0.1200658,0.1200658,0.5963252086910432,0.5963252086910432,0.048659747516943574,0.048659747516943574,52,26.0,0.004617915384615385,0.02293558494965551,0.001871528750651676,0.0023089576923076924,0.011467792474827754,0.000935764375325838,0.01705305876727034,0.01746427092432306,0.01780888763498709,0.017932628157805983,0.020638038714670584,0.01941202755409151,0.021753600416411355,0.02473918969085828,0.025123113047737237,0.03251863175598774,0.03853932293378468,0.04320772286586334,0.0490996454264371,0.05525674361151818,0.04963196430040274,0.05550465840488179,0.05984728500883823,0.07786454280632395,0.1067374461272745,0.11757388746939575,0.12139482860736592,0.13824536626625056,0.14446934791047028,0.16955575339680462
61,FJI,Georgia,1995,,,,,,,,27,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,FIN,Germany,1871,1919.0,0.35029745,0.35029745,0.5518588083382516,0.5518588083382516,0.03364362066196702,0.03364362066196702,151,48.0,0.007297863541666667,0.011497058507046909,0.0007009087637909797,0.002319850662251656,0.003654694094955309,0.00022280543484746372,0.12389730375122233,0.12235316154776885,0.1368758218600366,0.1362439657732165,0.1955993084861276,0.2578678675001974,0.2636610241947871,0.28274498926814606,0.31331996504437293,0.3978759772711831,0.4218184197986321,0.44323786014415806,0.45824272049301507,0.4832672608337454,0.5093367008499318,0.5517813170525576,0.5841873245459256,0.6080337944274009,0.6390910845495449,0.6687879277832119,0.7004771387219805,0.658629937893525,0.7262093320723697,0.7048401326376819
63,FRA,Ghana,1954,1957.0,0.54064676,0.92950891,0.0249173549212307,0.7515013291175241,0.029049411784315637,0.18310929656514563,68,3.0,0.18021558666666668,0.008305784973743567,0.009683137261438546,0.013669248676470588,0.011051490134081236,0.0026927837730168474,0.17716764823725786,0.24319889398564712,0.2592295208728931,0.2774424455601807,0.32286987192537253,0.3416429919828448,0.34639027431197467,0.3554118717580768,0.3660370108934755,0.44216443620169393,0.4457621326225212,0.47821435570767135,0.5008989356669125,0.5475759261565857,0.5869127614002178,0.6080384106196844,0.630218485402345,0.6547416038512942,0.6693596396310912,0.6961546909595294,0.7221794906952508,0.6640288714214444,0.7647587058958603,0.7428243022978567
64,GAB,Great Colombia,1821,,,,,,,,201,201.0,,,,,,,0.021157101724189033,0.021029289140023777,0.02108813231303019,0.021192559744528314,0.03275606136334642,0.03258646560116074,0.03254670014087759,0.03952388070074966,0.045884868414319414,0.08971160492842045,0.10766696960196773,0.12929796511674654,0.13243398769681272,0.14237351762735592,0.16352720581748809,0.18814858175237198,0.2014680088168479,0.2345478214742701,0.26073789214409854,0.2597116841956037,0.2746520743154133,0.2902100358869208,0.3052449266130401,0.342970897953765
65,GMB,Greece,1952,1968.0,0.3637351,0.48288034999999996,0.3257882380479333,0.4522115445021984,0.039663475700492,0.09285140850576656,70,16.0,0.02273344375,0.02036176487799583,0.00247896723128075,0.0068982907142857135,0.006460164921459978,0.0013264486929395224,0.01838849833441867,0.018488351046163833,0.018650776882371996,0.03753061524680813,0.043501185513423364,0.042289482832283794,0.04138713833496279,0.04040670436459328,0.0492341508255717,0.059611166140978125,0.06754158244196883,0.07613585029655172,0.08999468202642857,0.10790516375274115,0.11989596070905263,0.13943614086310718,0.15932952919841042,0.17618370412654716,0.13505837064024756,0.15620679268854668,0.16799685731924605,0.15707437115232067,0.1749241171142344,0.17903101764204954
66,GEO,Grenada,1974,,,,,,,,48,48.0,,,,,,,,,,,,,,,,,,,,,,0.36659685909327056,0.3870551914909913,0.4082325773402472,0.40149244033012277,0.42408453449606126,0.437330981117266,0.4756159817057782,0.44883544315652685,0.5017264870967663
67,DEU-DR,Guatemala,1879,1945.0,0.60956433,0.6386499,0.5384323196029086,0.6007265996197373,0.15380799252370547,0.21520880825033117,143,66.0,0.009235823181818181,0.008158065448528918,0.0023304241291470526,0.004466083216783216,0.004200885312026135,0.001504956701051267,,,,,,,,,,,,,,,,,,,,,,,,
68,DEU,Guinea,1958,1982.0,0.54287258,0.7793272099999999,0.6973360597740736,0.7022314115476659,0.1870910690142915,0.3118616537266323,64,24.0,0.022619690833333334,0.029055669157253067,0.007795461208928813,0.012176987656249999,0.01097236580543228,0.00487283833947863,0.1837081589297161,0.19542586432722156,0.2167847067610072,0.23868166992188386,0.2648289164876175,0.3446939213325543,0.3600065038301582,0.2454704317492029,0.16670312404916482,0.4587371719832126,0.4957557169953857,0.514553275323579,0.553523013367181,0.5775433609015596,0.6053308471764076,0.6433092854758268,0.6767615798696387,0.6972373173813449,0.7244680148447805,0.729883879937649,0.7474015882518574,0.7247903845799637,0.7716789039942212,0.7758653449021117
69,DEU-FR,Guinea Bissau,1973,1984.0,0.56238097,0.31040287,0.3782440967426927,0.5297285902351461,0.18064799616877902,0.22168167545358886,49,11.0,0.051125542727272724,0.03438582697660843,0.01642254510625264,0.006334752448979592,0.010810787555819308,0.004524115825583446,,,,,,,,,,,,,,,,,,,,,,,,
70,DEU-PRU,Guyana,1966,1970.0,0.08149784999999998,0.08384097000000001,0.2127311354105742,0.2247946762653031,0.016569125987919597,0.03330747769478637,56,4.0,0.020374462499999996,0.05318278385264355,0.004142281496979899,0.001497160178571429,0.004014190647594698,0.0005947763874068994,,,,,,,,,,,,,,,,,,,,,,,,
71,GHA,Haiti,1801,1805.0,0.95103436,0.96477796,0.596134817326137,0.6442093941441482,0.10950395139256308,0.21983495894891036,221,4.0,0.23775859,0.14903370433153426,0.02737598784814077,0.00436551113122172,0.0029149746341364173,0.0009947283210357935,0.01860128550591696,0.018697785552300193,0.01950005838975846,0.03923388000028126,0.048115236082408495,0.05238354690904555,0.06020320092582471,0.06409516558410604,0.06701108317814282,0.10990569974552108,0.1393079788579712,0.16289445474226236,0.16961264408742055,0.2044447114631913,0.1669472244095476,0.2490254778547815,0.16838292323064075,0.1842181438704916,0.2681516701490578,0.29953762463011985,0.31423743158596457,0.3327509471344667,0.3224881520485041,0.36108706479472247
72,GCOL,Honduras,1839,1848.0,0.5500492,0.80307397,0.1865814478276189,0.6974225548849534,0.025049385323883233,0.16405236472899976,183,9.0,0.06111657777777778,0.020731271980846545,0.002783265035987026,0.004388382349726776,0.0038110522124860844,0.0008964610094480861,,,,,,,,,,,,,,,,,,,,,,,,
73,GRC,Hungary,1919,1920.0,0.907096975,0.911057904,0.7773782540336206,0.7005701910354478,0.21583030060393982,0.18755621869294137,103,1.0,0.907096975,0.7773782540336206,0.21583030060393982,0.00884522236893204,0.0068016523401499785,0.001820934162067392,0.11026581618198995,0.12957202326538286,0.1391980007244873,0.15690672773430095,0.17201816855903423,0.19018093583537765,0.21632594086154983,0.22406255839877812,0.15933494238928922,0.2656686058594713,0.311548365898184,0.3267651831491401,0.3509940148150835,0.24801548588552344,0.4554763735848481,0.4985947656932681,0.5251611363184746,0.5507510201808601,0.5811222663023486,0.6064032832655533,0.6400253965898262,0.6291197945027385,0.6580932400522068,0.648172223906085
74,GRD,Iceland,1874,1920.0,0.922653206,0.11145126999999999,0.4250903342116153,0.5267402303701273,0.03388289082381757,0.07845416700177199,148,46.0,0.02005767839130435,0.009241094221991637,0.0007365845831264689,0.0007530491216216215,0.003559055610608968,0.0005300957229849458,,,,,,,,,,,,,,,,,,,,,,,,
75,GTM,India,1949,,,,,,,,73,73.0,,,,,,,,,,,0.0589959264819786,0.0643113094168008,0.06532924584443582,0.06296082006664847,0.07168788838614605,0.146903723870867,0.10846875161061338,0.11930838008153612,0.11495898672739856,0.1358911084609177,0.1422939432711268,0.15437757154155496,0.1575118058566983,0.24167750208133382,0.26339458920629727,0.3078643651398742,0.3298704394328536,0.3119676867987089,0.3489106900791907,0.3819710914746052
76,GIN,Indonesia,1945,2002.0,0.71704903,0.71704903,0.6786587482393588,0.6786587482393588,0.19458490456913602,0.19458490456913602,77,57.0,0.012579807543859648,0.01190629382876068,0.0034137702555988776,0.009312325064935064,0.00881374997713453,0.002527076682716052,0.01705305876727034,0.01705305876727034,0.01705305876727034,0.025275919545873056,0.02645679378183745,0.02553993561142544,0.024326651453630766,0.024687144485767396,0.026007035915845033,0.03203773917525867,0.0384875957009225,0.04353619689364144,0.05250153359738738,0.05975943520997108,0.06778405587507855,0.07836602417716096,0.08894213667879639,0.09710675182041419,0.1295490739224005,0.13791779651641833,0.1539525550785863,0.15550335818069047,0.15676329500996591,0.17430253385094607
77,GNB,Iran,1906,1979.0,0.962688424,0.962688424,0.7398105907965019,0.7398105907965019,0.30092661054330305,0.30092661054330305,116,73.0,0.013187512657534246,0.010134391654746602,0.004122282336209631,0.008299038137931035,0.006377677506866396,0.0025941949184767506,0.01705305876727034,0.01705305876727034,0.01705305876727034,0.020104028815296403,0.020528978320077686,0.020842488510077882,0.02105715548874858,0.02105715548874858,0.020608844003671866,0.023734184373827395,0.026375477479952347,0.029457893149119597,0.03996591781342286,0.046937275271834306,0.07113910038029399,0.07767337328290774,0.08027361704759285,0.08665192622653561,0.1315152264153841,0.13989602337599402,0.15316784751500007,0.1609046132028875,0.1626354269062387,0.20298337421120907
78,GUY,Iraq,1925,2005.0,0.37264090000000005,0.37264090000000005,0.733563603928421,0.733563603928421,0.08871265424481345,0.08871265424481345,97,80.0,0.004658011250000001,0.009169545049105263,0.0011089081780601682,0.0038416587628865985,0.007562511380705371,0.0009145634458228191,,,,,,,,,,0.200418522298986,0.2045593749876845,0.234289865579078,0.24307566112390377,0.25511347774797966,0.2580154690900768,0.2596793660890536,0.26171363141791515,0.282268753423552,0.32127047898122085,0.3477068498054451,0.3637116002888757,0.36385661798842955,0.37946306072712876,0.3847503832689052
79,HTI,Ireland,1922,1937.0,0.19384120000000005,0.19384120000000005,0.4712997391049063,0.4712997391049063,0.06430215029366704,0.06430215029366704,100,15.0,0.01292274666666667,0.03141998260699375,0.004286810019577802,0.0019384120000000005,0.004712997391049063,0.0006430215029366704,,,,,,,,,,0.08020915325603316,0.10012927676149064,0.0802243185153367,0.082760211882051,0.08834317505575884,0.09735796566082323,0.10620396139465917,0.1140412873010437,0.14652039387425375,0.1990030544298804,0.21635431529757643,0.16909171106490062,0.23805693869991518,0.22042373199296447,0.2421953473316639
80,HND,Israel,1958,,,,,,,,64,64.0,,,,,,,,,,,0.07921408485803605,0.08544301620554899,0.0901168205490318,0.08612556945892316,0.08752478032043047,0.12330388473982751,0.11614121652953721,0.12660806145495196,0.13154805120321092,0.1461441603903467,0.15107775965748318,0.1738866052809665,0.24269203975834297,0.2659092134685431,0.28832768825432276,0.3109059943180536,0.3236734253780113,0.324765863732014,0.30470078802337774,0.31791317046722883
81,HUN,Italy,1848,1947.0,0.6892141700000001,0.6892141700000001,0.6413175282234278,0.6413175282234278,0.16672443676035054,0.16672443676035054,174,99.0,0.006961759292929293,0.0064779548305396745,0.0016840852198015206,0.003961000977011494,0.0036857329208242976,0.0009581864181629342,0.12888474706275815,0.13761214971321786,0.1529272362072413,0.17569849484334335,0.1951598750201566,0.22124390425436222,0.23775074866972998,0.23638722535812376,0.25383338089727236,0.21063396808282173,0.2344968480933811,0.24950746234063587,0.2728951202558937,0.2839484154622645,0.29330048929319874,0.30125821072182934,0.30871138853193,0.46944553439657766,0.5196987687922726,0.5436063590545593,0.5746112680478072,0.5855837230354718,0.5672134851883288,0.5743797349994303
82,ISL,Jamaica,1962,,,,,,,,60,60.0,,,,,,,,,,,,,,,,0.39533402113311544,0.42278891543996294,0.4442835474319155,0.4587184091936533,0.4769792180492055,0.5106409837658091,0.5472933324891905,0.5700151425041003,0.5983392471083329,0.6201632390504407,0.6605040304208054,0.712661621052614,0.6844211379502035,0.7165102913071402,0.7679145720897762
83,IND,Japan,1889,1946.0,0.5245953999999999,0.5245953999999999,0.4181695081631505,0.4181695081631505,0.11767798307345256,0.11767798307345256,133,57.0,0.009203428070175438,0.007336307160757027,0.0020645260188325012,0.003944326315789473,0.00314413164032444,0.000884796865213929,0.031762201501034704,0.033525880777479325,0.03607864339718346,0.0433753799745322,0.05097566984746935,0.06210954040951127,0.06810553420685142,0.0727790955743641,0.08489793567802506,0.12133772156864502,0.14960806834545556,0.16336799793625775,0.17849281147432472,0.19390212240846738,0.18560624239448398,0.22439120315079983,0.24075324784223187,0.2602551688067003,0.2819372646457824,0.3065353452130184,0.3172713758919134,0.3309721443801584,0.3338946635418447,0.37650802815848883
84,IDN,Jordan,1946,1952.0,0.41410440000000004,0.41410440000000004,0.2938734454637541,0.2938734454637541,0.052688430627105154,0.052688430627105154,76,6.0,0.0690174,0.04897890757729235,0.008781405104517526,0.005448742105263159,0.0038667558613651857,0.0006932688240408573,0.025348589398299474,0.026275525974995797,0.026237714375533197,0.026620325518873056,0.043475012074283094,0.049079530253204946,0.05161672208216407,0.05594101676903376,0.06556525761666401,0.10523205633147707,0.12110752432704058,0.11185129653866636,0.12372578700305639,0.12638784327635588,0.15009870191499677,0.15159935844899275,0.1601460082744572,0.16994028312281145,0.18087653347327332,0.3458188689889039,0.38734420766520195,0.4061173366983777,0.42398699580991356,0.4286926059188703
85,IRN,Kazakhstan,1995,,,,,,,,27,27.0,,,,,,,0.025188701498445754,0.03127552663269876,0.02608043370988625,0.026515248325108973,0.034474353367885874,0.03953320997022977,0.043577516663484916,0.04732349833817783,0.0544476634560244,0.09564473991435923,0.08742646006990104,0.09378024264460812,0.11617412087542033,0.13512471266519083,0.15024930536689188,0.16715340053674885,0.18435488303849162,0.21132748494618597,0.2428530396801801,0.286262293685495,0.29763528733447714,0.2910880492606677,0.31655257211261334,0.3640585885172569
86,IRQ,Kenya,1963,2010.0,0.28535383999999997,0.28535383999999997,0.8112244864450219,0.8112244864450219,0.0406062309191334,0.0406062309191334,59,47.0,0.006071358297872339,0.01726009545627706,0.0008639623599815617,0.004836505762711864,0.013749567566864778,0.0006882412020192102,0.03189053424434925,0.029954847741034477,0.030596001041036804,0.031612856912702055,0.039771762003807394,0.043800326397623254,0.059196534982618995,0.05860976076333842,0.07010166769102162,0.09181603748076474,0.11085003391982005,0.10651521157440601,0.11456197979934736,0.12783558389920102,0.15105344786610425,0.16295807563309775,0.1815408547578609,0.18955382297990186,0.18618870898922368,0.2073517040874327,0.2470004868323169,0.2913901900045572,0.31374546756794647,0.30433932568666705
87,IRL,Kiribati,1979,,,,,,,,43,43.0,,,,,,,0.18070454983902068,0.20552864017837028,0.22967018611036585,0.2520387717788682,0.29014783011353473,0.34119029376406507,0.34762213339515674,0.3610881898462803,0.36386898509153626,0.39915189406424817,0.42315052897011796,0.4438765484670171,0.4615789554953438,0.4788740989038722,0.4945591050365368,0.5094242035716178,0.5313564343947303,0.5560174579188196,0.5812219612288001,0.6102292962516539,0.6506107350488104,0.6929255011894502,0.6707596823527304,0.7505184165946135
88,ISR,Kosovo,2008,,,,,,,,14,14.0,,,,,,,,,,,,,,,,0.3699611347096343,0.38382524143421276,0.399325814393791,0.4207603557893895,0.45921871864559954,0.49522254880280814,0.5152220535720269,0.5336072187404198,0.5580273120970377,0.5804761662102895,0.6054857223925328,0.6284885412144089,0.6625890706753176,0.6790399619665175,0.735022573600389
89,ITA,Kuwait,1962,,,,,,,,60,60.0,,,,,,,0.09051604658947367,0.11427448093443769,0.13792808752170974,0.16215538067398141,0.20781620766794381,0.1438248944976625,0.1357467680162003,0.14475737168086547,0.1462955703119563,0.34446217550104924,0.36421463935021403,0.40176082071297864,0.4195294451649778,0.4495591047208923,0.47210551252467114,0.5059093357535139,0.5403213038122806,0.5690285323781972,0.6017589000031035,0.6419740088936685,0.6677491247473993,0.6307395664027432,0.6994084406354566,0.7195619508868126
90,JAM,Kyrgyz,1993,2007.0,0.6396885999999999,0.5803682800000001,0.2638094084169248,0.3249445684551628,0.04624437608064402,0.03777720226497161,29,14.0,0.04569204285714285,0.018843529172637485,0.0033031697200460015,0.02001269931034483,0.011204985119143545,0.0013026621470679865,0.06399866943090922,0.07174396196007538,0.09468964281711333,0.11277742125995541,0.12307171902700628,0.1330683810278091,0.14204414015447345,0.11037954861940026,0.15709439189933583,0.2028211244083425,0.2533667933334854,0.300158581323992,0.33030230351501977,0.343272273003382,0.3578067089737911,0.37625770839566863,0.3918881650170224,0.4188537731409054,0.4375188227596042,0.45282560210434897,0.46717263832521405,0.4886303372938371,0.4826995049301769,0.5260258413209525
91,JPN,Laos,1947,1991.0,0.976940108,0.976940108,0.7268000388750603,0.7268000388750603,0.16342441860642964,0.16342441860642964,75,44.0,0.022203184272727272,0.016518182701705915,0.00371419133196431,0.013025868106666666,0.009690667185000805,0.0021789922480857284,0.08674231816092585,0.09509363838172144,0.11595085253024884,0.13904823759216123,0.1721816764872131,0.1912202490797368,0.20897115655425927,0.21622637201171443,0.22346030177704937,0.30373883884103664,0.4186273874758257,0.4651004643479988,0.4980863561902401,0.545503336432392,0.5748556125863921,0.6098939900839934,0.6556519673667653,0.674515073231114,0.7192165092999858,0.7491899842812922,0.7791846561838954,0.7258315827537357,0.8148455435566263,0.802777968496968
92,JOR,Latvia,1919,1922.0,0.94884168,0.7937563400000001,0.6986585109507066,0.6994974017991409,0.26251183466186234,0.2958207156903023,103,3.0,0.31628056,0.2328861703169022,0.08750394488728745,0.007706372233009709,0.006791236910671271,0.0028720457834009935,0.029134079440087945,0.026174910247375845,0.02575013610201962,0.026177108612534042,0.050035004049338236,0.05987777185173806,0.0775948627104865,0.07948462580679728,0.10284468741672916,0.12992039416356935,0.1597233074830151,0.1741644313795308,0.18703390682238025,0.19594120371319398,0.20582468701783302,0.2287623296374054,0.2720513399726568,0.29631172029241576,0.31439840771863503,0.29725768907294486,0.35285472055069766,0.3494161850933835,0.3711163962718255,0.3969464297675178
93,KAZ,Lebanon,1926,,,,,,,,96,96.0,,,,,,,,,,,,,,,,,,,,,,0.2090013624808574,0.22536147795634173,0.34306137599886344,0.3305301262110041,0.33478361726183364,0.3420880880435945,0.35380080484260806,0.3612337047989882,0.378198360962043
94,KEN,Lesotho,1966,1983.0,0.11407420000000001,0.060500600000000015,0.2340349591684946,0.1423339058563382,0.18923828353610994,0.004723398218228758,56,17.0,0.00671024705882353,0.013766762304029094,0.011131663737418232,0.0010803678571428574,0.0025416768902917536,8.434639675408497e-05,0.021508476789819094,0.023429555848156838,0.02507770411336914,0.03167151650147002,0.03934940715239629,0.04521183596811877,0.046105770338683925,0.04735134191017168,0.05295174093011871,0.08157801274524047,0.09087871191897949,0.10610969033949162,0.1402986461332847,0.14793833875305284,0.15827602149946657,0.17716276209966772,0.18645763859866832,0.20684171374638666,0.23340294821795085,0.23496581862647956,0.2559737695442281,0.26133517357638053,0.27228703870074544,0.29337549028552035
95,KIR,Liberia,1847,1986.0,0.32672009999999996,0.32672009999999996,0.5606518690289876,0.5606518690289876,0.12101164189521729,0.12101164189521729,175,139.0,0.002350504316546762,0.004033466683661781,0.0008705873517641532,0.0018669719999999997,0.003203724965879929,0.0006914950965440989,,,,,,,,,,,,,,,,,,,,,,,,
96,KOS,Libya,1951,2011.0,0.63173658,0.63173658,0.7195898208222641,0.7195898208222641,0.18744182560767364,0.18744182560767364,71,60.0,0.010528943,0.011993163680371068,0.0031240304267945605,0.008897698309859155,0.010135067898905128,0.002640025712784136,,,,,,,,,,,,,,,,,,,,,,,,
97,KWT,Liechtenstein,1818,1921.0,0.9026808,0.9026808,0.669477398730905,0.669477398730905,0.3070696312706366,0.3070696312706366,204,103.0,0.008763891262135922,0.0064997805702029605,0.002981258556025598,0.0044249058823529405,0.0032817519545632595,0.0015052432905423361,0.03391152379617149,0.03416261241705746,0.03440828365193986,0.0350073917255569,0.04210144870121617,0.045712137480237724,0.06056170503092013,0.06573449631172616,0.06743965131496625,0.163292427427371,0.17807952227439477,0.19886604337955066,0.26011531621264283,0.2850874128253199,0.2907658528937257,0.2619549242251395,0.3334419657147346,0.2862843263925884,0.3675477064964837,0.37412882233401806,0.3863418731184856,0.3903720283325296,0.3885460379421251,0.38702641224290946
98,KGZ,Lithuania,1922,1928.0,0.04367113,0.07049835000000004,0.2605639645120589,0.3718328444044375,0.027023687184543177,0.11356243062991966,100,6.0,0.007278521666666667,0.04342732741867648,0.0045039478640905295,0.0007049835000000005,0.003718328444044375,0.0011356243062991967,,,,,,,,,,,,,,,,0.19664797155705793,0.21142856674351163,0.3120141676362339,0.30948150473424807,0.30990340845803804,0.3220501940000664,0.3339704967506284,0.348328363082007,0.4375046924304779
99,LAO,Luxembourg,1868,,,,,,,,154,154.0,,,,,,,0.031412837645016754,0.03123104551525459,0.025754300499270185,0.02925290975567592,0.029792617739892502,0.029751463976972838,0.029699225760582426,0.035051935122381035,0.04578507935117678,0.0938371067544417,0.10089297149000795,0.11167370688385449,0.10587468295103641,0.11160316410218314,0.1200978801759037,0.11939174689933894,0.13199299011977594,0.15512786288821676,0.16280556559796944,0.1788493672129907,0.1922909543591729,0.18643068281587602,0.20615421692197655,0.22039526070530047
100,LVA,Macedonia,1991,,,,,,,,31,31.0,,,,,,,,,,,,,,,,,,,,,,0.22117297593934734,0.23541169252843397,0.4732382373302048,0.4994266519742539,0.5284970950313084,0.5606684442067313,0.5564152026676864,0.5730307693802533,0.6231502374702858
101,LBN,Madagascar,1975,1992.0,0.65314624,0.6588710799999999,0.3402707169193782,0.5014832074481134,0.03079593473387976,0.07296439477836203,47,17.0,0.038420367058823526,0.020015924524669305,0.0018115255725811624,0.014018533617021276,0.010669855477619433,0.0015524339314545112,0.039960053557358266,0.0401834457325462,0.044665928439377806,0.04953913404570547,0.08143844039691124,0.11711630890888143,0.13137663669770666,0.1418413654480526,0.161080218962428,0.19516378487911867,0.2173951718810394,0.2249224809434567,0.24782577051630406,0.2686838056674628,0.2792444629721739,0.28119798696605713,0.2930613845237711,0.2944962305692613,0.3140595328405684,0.3300794144071969,0.35055113546794153,0.35575841352445925,0.39114346334799877,0.42904940967072985
